AT,AP,AH,AFDP,GTEP,TIT,TAT,CDP,TEY,CO,NOX
12.165,1018.7,85.665,4.3913,33.254,1100,536.86,13.789,160.2,1.1206,86.538
12.286,1018.4,85.534,4.3953,33.41,1100.1,536.47,13.872,160.37,0.42841,84.028
12.298,1018.3,85.934,4.3596,33.151,1100.1,537.36,13.837,159.95,0.97827,81.929
11.966,1018.5,87.12,4.4322,33.743,1099.8,535.23,13.94,161.45,0.73444,82.34
11.54,1018.6,88.886,4.4138,33.818,1099.9,535.07,13.948,161.9,1.6108,84.579
11.139,1018.6,88.227,4.3952,33.888,1099.9,534.86,13.927,162.35,1.1738,83.422
10.2,1018.8,90.143,4.3835,33.676,1099.8,535.38,13.997,162.49,1.7807,83.735
9.4994,1019,92.398,3.3779,25.204,1078,549.61,12.029,135.81,0.73801,66.206
9.2595,1019.1,94.712,3.3179,24.928,1077.2,550.15,11.943,134.88,0.73037,62.874
9.681,1019,94.647,3.3322,24.828,1076.3,550.07,11.848,133.81,1.2537,63.885
10.073,1019.1,93.606,3.35,25.043,1077.3,550,11.928,134.56,0.073395,71.472
10.312,1019.2,92.596,3.34,25.116,1077.7,549.92,11.909,134.69,1.3132,75.285
10.197,1019,93.573,3.6366,27.326,1089.9,549.83,12.565,144.49,1.1703,84.539
10.322,1018.9,94.313,3.3385,25,1077.1,549.87,11.919,134.08,1.876,68.485
10.493,1019,93.651,3.3717,25.165,1077.9,549.94,11.965,134.67,1.9971,68.273
10.524,1019,93.894,3.3405,25.001,1076.9,549.97,11.958,134.01,1.9184,68.024
10.374,1019.2,94.322,3.3098,24.995,1077,549.94,11.883,134.11,1.2497,65.05
10.293,1019.2,95.186,3.322,25.066,1077.4,549.89,11.809,134.54,1.2701,65.291
10.356,1019.4,95.312,3.3602,25.308,1078.7,550.08,11.853,135.49,1.1887,65.191
10.728,1019.7,94.721,3.3454,25.21,1078.1,549.94,11.851,134.82,0.8279,63.546
11.003,1020.2,94.02,3.3158,25.068,1077.3,549.79,11.794,134.21,1.2004,64.258
11.294,1020.5,94.452,3.7965,28.595,1071.1,534.48,12.649,141.07,9.0655,92.735
11.828,1020.7,93.322,4.4579,34.006,1099.9,534.5,14.029,161.54,1.792,82.644
12.567,1020.4,89.521,4.4194,33.51,1099.8,536.08,13.839,160.45,1.0797,84.233
13.219,1019.9,86.613,4.4428,33.787,1099.9,535.18,13.927,160.86,1.1663,84.863
13.456,1019.5,84.38,4.3472,33.052,1100,537.6,13.778,159.28,0.06373,81.291
13.71,1019.5,81.626,4.4083,33.656,1100,535.57,13.959,160.37,0.22703,83.397
13.763,1019.7,82.428,4.3748,33.164,1099.9,537.05,13.847,159.54,0.46227,83.604
13.508,1019.9,88.094,4.3778,33.181,1100,537.01,13.811,159.69,0.089622,81.14
13.17,1020.1,89.607,4.3358,32.938,1099.9,537.73,13.792,159.29,0.11124,81.526
12.774,1020.5,87.98,4.3253,33.136,1100.2,537.11,13.821,159.66,0.069017,81.912
12.289,1020.7,88.657,4.1047,31.32,1091.4,537.85,13.403,152.94,0.093086,82.299
11.128,1020.9,94.636,3.3289,24.965,1074.8,548.38,11.878,133.92,0.025746,84.23
11.116,1021.1,94.79,3.3613,25.116,1077.7,549.86,11.958,134.21,0.07381,84.616
11.269,1021.4,94.895,3.399,25.299,1079.2,549.93,11.999,135.18,0.11124,85.002
11.361,1021.7,94.045,3.3916,25.298,1079.1,549.98,11.989,135.11,0.11124,85.388
11.342,1021.8,93.259,3.3942,25.295,1079.2,549.98,12.054,135.35,0.11124,85.775
11.392,1022,92.172,3.3359,25.245,1078.8,549.9,12.006,135.04,0.11124,86.161
11.339,1022.2,91.871,3.3425,25.268,1079,549.9,11.986,135.15,0.11124,86.547
11.43,1022.7,90.762,3.3047,25.112,1078.1,549.9,11.816,134.42,0.11124,86.933
11.488,1023.1,90.725,3.3645,25.197,1078.7,549.94,11.876,134.94,0.11124,87.319
11.626,1023.6,90.905,3.4067,25.356,1079.6,550.06,11.893,135.53,0.11124,87.706
12.008,1023.8,90.258,3.3465,25.333,1079.4,550.08,11.872,135.28,0.11124,88.092
12.438,1023.5,88.366,3.2997,25.011,1077.3,550.09,11.91,133.66,0.11124,88.478
12.65,1023.2,85.053,3.3325,25.069,1077.7,550.1,11.898,133.92,0.11124,88.864
12.695,1022.6,85.249,3.3556,25.077,1077.8,550.11,11.98,133.93,0.11124,89.25
12.775,1022.6,84.893,3.3519,25.082,1077.9,550.18,11.899,133.93,0.085605,89.637
12.785,1022.8,84.485,3.3368,25.031,1077.6,550.09,11.856,133.68,0.080322,90.023
12.616,1022.7,85.518,3.3298,24.99,1077.4,550.08,11.839,133.58,0.11124,90.409
12.212,1022.8,87.377,3.3024,25.049,1077.5,549.99,11.881,133.96,0.11124,90.795
12.088,1022.8,87.697,3.257,24.665,1075.5,549.79,11.748,132.36,0.11124,91.182
12.363,1023,86.169,3.0715,23.22,1066.8,550.02,11.39,125.99,0.11124,91.568
12.315,1023.1,86.211,3.015,22.564,1034.2,531.17,11.104,115.9,0.088919,91.954
12.904,1022,83.267,2.8955,21.354,1056.1,549.96,10.877,117.62,0.041929,94.658
12.86,1021,86.582,2.6868,19.443,1043.8,548.95,10.3,109.59,0.0069153,96.202
12.958,1021.2,84.722,2.6919,19.287,1044.2,549.5,10.265,109.57,0.040876,96.975
12.888,1019.8,83.561,3.4048,25.265,1078.5,549.88,11.913,134.71,0.016197,98.133
12.685,1019.4,85.03,3.3272,24.829,1076.2,549.91,11.901,132.99,0.0016398,98.52
12.093,1019.7,87.653,3.354,24.954,1077.2,549.82,11.782,133.82,0.049291,99.678
11.566,1019.6,88.422,2.8823,21.459,1056.7,549.56,10.856,118.89,0.11124,100.06
10.794,1019.7,89.945,2.6609,19.319,1039.6,546.95,10.23,109.41,0.11124,100.45
9.9897,1019.7,91.165,2.701,19.388,1031.4,541.42,10.313,107.91,0.11124,100.84
8.9585,1019.7,93.452,2.7421,19.507,1029.2,539.48,10.391,108.18,0.046709,101.22
8.1112,1019.7,95.201,2.7831,19.541,1024,535.9,10.463,107.11,0.013199,101.61
7.2254,1019.6,95.379,3.3702,24.482,1074.5,549.81,11.816,133.64,0.032045,102
5.6887,1019,100.09,3.4605,23.174,1063.1,547.01,11.399,127.49,0.0068874,103.15
8.7577,1019.3,100.08,3.3538,21.698,1055.1,548.21,10.928,120.09,0.051379,105.09
9.2925,1019.5,100.07,3.8054,25.115,1077.9,550.32,11.819,135.08,0.061481,105.47
9.7946,1019.9,100.07,3.8549,24.89,1076.8,549.79,11.767,134.05,0.072234,105.86
11.52,1020.3,100.06,5.1438,32.919,1099.8,537.59,13.79,159.83,0.069452,106.63
12.565,1019.7,98.259,3.5284,24.113,1072.4,549.66,11.717,130.03,0.10632,107.02
13.209,1019.4,93.964,3.3774,24.518,1074.2,549.96,11.748,131.15,0.064077,107.4
13.824,1019.3,86.787,3.3231,24.553,1074.3,550.04,11.795,130.94,0.077379,107.79
13.947,1019.4,85.379,3.2664,24.377,1073.2,549.95,11.766,130.24,0.11124,108.18
13.801,1019.6,85.873,3.2662,24.292,1072.8,550.03,11.729,130.13,0.1097,108.56
13.338,1020,88.023,3.087,22.962,1064.9,550.04,11.346,124.46,0.028571,108.95
12.797,1020,89.754,2.6354,19.187,1030.8,542.13,10.163,105.7,5.6683,83.237
11.814,1020.2,89.739,2.6372,19.257,1038.6,546.79,10.163,108.3,3.7781,70.059
10.877,1020.5,89.709,2.6537,19.183,1024.4,537.81,10.211,104.76,10.505,98.087
10.078,1020.6,89.733,2.6702,19.174,1019.8,534.64,10.268,104.11,12.567,111.25
9.0097,1020.4,93.482,3.3072,24.761,1076,549.96,11.828,133.94,0.89018,67.967
9.0341,1020.4,93.961,3.3746,25.153,1078.2,550.1,11.99,135.47,1.3098,67.024
9.0015,1020.4,93.617,3.3426,24.835,1076.6,549.98,11.898,134.27,1.669,68.365
8.7539,1020.5,94.156,3.3269,24.902,1076.9,549.85,11.862,134.66,1.8181,69.01
9.272,1023.3,100.08,3.9075,25.267,1079.4,549.98,12.011,135.94,1.2364,66.803
9.5622,1023.3,100.07,3.6939,23.775,1070.9,549.82,11.636,129.57,1.3373,66.414
9.5901,1023.2,100.05,3.7719,24.733,1076.6,549.8,11.843,133.78,1.0746,65.855
9.7465,1023.1,99.744,3.7046,24.83,1077,549.91,11.905,134.02,0.67777,64.791
9.8303,1023.1,99.207,3.4687,24.015,1072.3,550.12,11.648,130.63,0.48159,63.602
9.6987,1023,98.442,3.4966,24.805,1077,550.31,11.86,134.1,0.38865,64.04
9.6638,1023,97.825,3.4524,24.829,1077.2,549.87,11.796,134.3,1.1495,66.652
9.5519,1023.3,98.665,3.1433,22.501,1062.4,549.08,11.143,123.74,2.627,68.977
9.5782,1023.5,98.829,2.7534,19.126,1028.1,539.46,10.306,106.3,9.7846,96.764
9.6258,1023.8,99.187,4.3445,31.927,1086.5,532.66,13.512,153.96,2.7203,88.008
9.9697,1024.2,97.699,4.5344,33.777,1100.1,534.35,14.04,162.52,0.48446,80.963
10.163,1024,97.393,4.4403,33.113,1100,536.35,13.915,161.18,0.65336,81.307
10.383,1023.3,96.533,4.5209,33.722,1100,534.51,14.066,162.37,0.74922,81.203
10.657,1022.5,96.025,4.4885,33.541,1100,535.19,13.909,162.07,0.71614,82.022
10.752,1021.9,95.489,4.5209,33.791,1099.9,534.41,14.033,162.32,1.1645,82.832
11.024,1021.6,93.955,4.5333,33.946,1100,533.97,14.089,162.58,1.503,84.24
11.32,1021.6,92.675,4.5181,33.963,1100,533.81,14.068,162.43,1.6897,85.383
11.461,1021.6,91.609,4.5105,34.001,1100,533.59,14.052,162.67,1.9896,86.167
10.853,1021.4,93.182,4.5189,34.024,1099.9,533.4,14.076,163.05,1.9669,85.52
10.531,1021.4,95.975,4.4726,33.637,1100,534.58,13.956,162.55,0.57117,81.88
10.572,1021.4,96.696,4.4966,33.75,1100,534.47,14.045,162.4,0.82306,81.534
10.606,1021.4,97.441,3.694,27.166,1074,540.72,12.381,138.67,1.9021,78.508
10.755,1021.4,96.422,2.7708,19.844,1048.1,549.92,10.536,112.99,1.6263,62.287
10.882,1021.2,95.612,3.3918,24.637,1075.9,550.05,11.859,133.2,0.87498,64.411
10.876,1020.9,95.299,3.3994,24.929,1077.6,549.77,11.911,134.37,1.0062,65.08
4.9451,1018.8,98.737,3.3942,24.507,1074.4,549.68,11.79,132.72,2.2841,76.241
5.1882,1018.6,99.028,3.0737,22.038,1060.6,550.16,11.092,121.17,2.6029,67.307
5.9159,1018.4,98.864,3.2013,22.937,1066,550.31,11.358,125.09,2.247,68.315
6.8229,1017.9,99.2,3.2124,22.82,1064.9,550.33,11.349,123.97,0.62439,63.886
7.5018,1017.4,99.2,3.2967,23.528,1069,550.43,11.453,127.12,0.60704,64.838
8.1952,1017,99.361,3.1832,22.648,1063.7,549.94,11.197,122.76,1.0582,63.926
8.8011,1016.9,98.059,2.706,18.847,1040.5,549.28,10.078,106.17,5.0273,92.367
9.5995,1017.1,96.138,2.6914,18.737,1037,547.72,10.145,104.84,7.2004,103.33
10.942,1017,93.939,2.728,19.248,1038.9,546.94,10.314,109.22,5.412,73.517
11.393,1016.3,91.12,2.9482,21.155,1051.7,548.77,10.723,116.75,3.2974,68.749
11.761,1015.4,88.449,4.4134,33.104,1100.1,537.53,13.782,159.67,1.8535,85.694
12.034,1014.8,88.321,4.2922,31.905,1099.5,540.7,13.53,157.41,2.0337,86.442
12.047,1014.6,89.901,2.77,19.592,1044.9,549.24,10.502,111.1,3.4091,65.308
11.944,1014.4,92.666,2.7197,19.386,1043.5,549.33,10.336,110.26,1.4379,60.549
11.842,1014.2,93.093,2.7868,19.646,1045.9,550.13,10.367,111.74,1.1303,60.556
11.289,1014.2,94.028,3.2781,23.728,1069.7,550.12,11.425,129.27,0.58813,63.081
11.117,1014.7,95.368,3.1156,22.037,1059.8,550.02,11.053,121.55,1.4473,60.584
10.041,1015.6,95.68,3.0761,21.507,1057,550.16,10.949,119.49,1.7387,60.812
9.9614,1016.3,98.722,3.078,21.533,1057,550.33,10.985,119.42,1.5811,60.683
10.43,1016.9,97.532,3.0046,20.967,1053.9,550.32,10.768,117.24,1.2687,60.545
10.369,1017.7,95.949,3.1521,22.315,1061.6,549.77,11.104,122.73,1.3676,61.682
11.475,1017.8,97.647,3.2043,22.744,1063.8,549.7,11.28,124.2,0.94124,60.203
6.4232,1018.1,100.09,4.3593,24.453,1072.9,549.03,11.807,133.58,2.3024,74.013
6.3123,1018.2,100.09,4.2214,24.51,1075,550.12,11.79,133.74,1.0914,66.743
6.3452,1018.6,100.09,4.086,24.869,1077.3,549.92,11.906,135.49,1.1151,66.63
6.8285,1018.5,99.903,3.4588,22.689,1063.8,549.08,11.336,125.75,1.7565,70.688
7.9054,1018.7,100.09,3.5017,23.543,1069.8,549.64,11.428,129.25,1.1876,67.175
8.834,1019.3,100.08,3.216,22.245,1061.6,549.91,11.153,122.67,1.2064,63.51
8.3089,1020,99.923,3.1539,21.845,1060.2,549.79,10.985,121.82,1.5012,64.2
8.2688,1020.5,100.09,3.5346,24.292,1074.2,549.76,11.737,132.44,1.0324,66.327
8.3189,1020.8,100.09,3.0268,19.617,1045.3,548.78,10.436,112.12,3.1851,67.08
9.0059,1020.5,100.08,3.6707,23.892,1071.5,550.34,11.667,130.19,2.7751,68.702
12.02,1018.9,91.353,3.3554,24.649,1075,550.19,11.768,131.7,10.288,61.582
13.038,1018.1,82.25,3.1327,23.017,1065.5,549.87,11.378,124.51,0.5458,61.747
13.357,1017.7,82.219,3.2504,23.747,1069.8,549.92,11.465,127.75,1.183,62.698
13.341,1017.8,85.304,3.0935,22.585,1062.8,550.13,11.208,122.6,0.76935,57.581
12.74,1017.7,88.471,3.0075,22.065,1059.8,549.98,11.034,120.71,1.1333,57.924
12.1,1017.8,91.324,2.7109,19.461,1043.4,548.95,10.285,110.05,2.8617,60.215
10.869,1017.9,91.459,2.7154,19.124,1025.2,538.43,10.194,105.31,9.9632,90.981
9.6733,1018,91.938,2.6952,19.16,1018.6,533.91,10.165,103.99,12.538,112.33
6.72,1018.1,94.132,3.3386,24.569,1074.9,550.06,11.818,133.69,1.6107,72.477
5.911,1018,95.227,3.3489,24.786,1076.8,549.62,11.887,134.89,0.56681,67.691
13.308,1015.4,97.098,2.6345,18.762,1032.2,544.8,10.008,104.44,5.6507,79.102
13.528,1018.7,95.05,2.653,18.831,1025.7,540.15,9.9636,103.41,10.893,95.041
13.929,1019,94.243,2.6421,18.796,1026.8,541.21,10.121,102.67,11.987,92.531
14.619,1018.8,93.244,2.6313,18.8,1030.1,543.37,10.167,103.44,8.2747,81.956
15.071,1018.2,90.962,2.7161,19.359,1036.2,545.4,10.354,106.55,5.4399,76.39
15.22,1017.8,92.299,4.4178,32.75,1100,538.69,13.689,156.98,0.80042,83.974
15.291,1017.4,90.834,3.2697,23.959,1056.2,541.39,11.438,123.22,5.3497,84.247
15.042,1017.4,89.647,2.6554,18.961,1031.1,543.26,10.211,104.22,7.2356,89.067
14.559,1017.4,91.121,2.6397,18.74,1028.9,542.81,10.058,103.07,8.7735,79.655
13.889,1017.5,93.786,2.6747,18.818,1031.7,544.31,10.016,104.19,7.6902,74.563
13.512,1017.6,94.955,2.7097,18.809,1030,543.18,9.9528,103.61,7.3268,83.866
9.4265,1017.9,98.94,3.0128,18.964,1016.7,533.44,10.111,103.2,19.703,104.28
8.9473,1017.8,100.08,3.095,19.007,1032.6,543.8,10.111,105.99,8.5779,97.39
9.0339,1017.4,100.08,3.1455,18.892,1030.2,542.53,10.097,104.73,8.7896,105.54
9.4605,1017.2,100.08,3.1738,18.791,1035.6,546.65,10.23,105.12,6.8984,101.47
9.376,1017.3,100.08,3.2148,18.879,1036.2,546.54,10.282,105.62,6.5038,96.624
8.9012,1017,100.08,3.1864,18.816,1034.4,545.39,10.199,105.49,8.2328,101.23
8.7982,1016.8,100.08,3.1246,18.705,1031.7,544.06,10.088,104.33,10.599,113.92
8.9906,1016.7,100.08,3.0626,18.718,1034.5,546.12,9.9763,104.54,8.9961,106.78
11.025,1017.3,99.036,3.6638,24.719,1068.1,544.69,11.808,131.89,8.3873,71.676
13.471,1017.7,97.807,3.4694,24.586,1074.7,549.76,11.677,130.94,1.0433,60.158
15.056,1017.8,89.923,3.4329,24.443,1074.1,549.73,11.713,130.17,1.0513,60.844
15.939,1017.4,84.265,3.53,25.393,1079.3,549.9,12.03,133.84,1.6295,64.41
16.519,1016.6,80.962,3.5098,25.383,1079.1,549.93,12.019,133.55,1.1218,61.906
17.084,1016.2,78.002,3.3596,24.354,1073.2,549.98,11.691,128.95,1.0652,59.427
17.724,1016.3,75.555,3.486,25.731,1080.4,550.15,12.041,134.14,0.88104,63.383
17.934,1016.1,74.52,3.4853,25.767,1080.7,550.02,12.108,134.57,0.60032,62.657
15.928,1016.4,82.103,3.2689,24.426,1073.3,550.28,11.627,130.05,0.29712,55.856
15.082,1016.8,84.494,3.0592,22.649,1062.6,550.13,11.209,122.41,0.69529,56.64
15.067,1017.1,83.973,3.1175,22.823,1063.9,549.86,11.295,123.09,0.42844,58.068
14.979,1016.9,86.185,3.1682,23.195,1067,549.62,11.463,125.33,0.5534,58.971
14.981,1016.8,85.82,2.6465,18.816,1031.2,543.54,10.181,103.75,7.691,79.288
14.767,1017.2,85.78,3.3983,25.166,1078,550.03,11.907,133.81,1.7087,63.566
13.847,1017.1,88.568,3.399,25.127,1077.9,549.92,11.892,133.85,1.8332,63.531
13.225,1015,94.909,3.4801,25.02,1076.7,549.6,11.853,133.61,0.91681,62.47
12.872,1014.6,92.423,3.3672,24.464,1073.7,549.7,11.74,131.11,1.3086,61.238
13.084,1014.7,94.014,3.354,24.381,1073.2,549.64,11.634,130.47,1.4094,60.217
12.644,1014,93.475,2.7202,19.153,1042.5,550.08,10.161,108.53,3.0913,59.979
12.443,1013.3,93.649,2.7301,19.256,1043.5,549.94,10.34,109.18,2.265,57.371
13.188,1012.9,93.645,3.3039,23.628,1069.4,550.14,11.503,127.59,1.3468,58.953
14.214,1013.1,90.176,3.2378,23.309,1067.6,549.9,11.325,126.17,0.97603,58.162
14.513,1012.8,89.603,3.5388,25.571,1080.6,550.14,11.977,135.84,0.54147,61.995
15.417,1013,83.692,3.5201,25.694,1081.2,550.45,12.045,135.76,0.54251,62.248
16.404,1013.2,78.448,3.1763,22.763,1064.3,550.36,11.262,122.99,1.0261,57.412
17.527,1012.9,73.398,3.5237,25.582,1079.8,550,12.054,133.86,0.37353,62.921
17.823,1012,73.526,3.5326,25.401,1079,549.93,12.023,133.25,0.90819,61.636
18.302,1011.2,72.153,3.5882,25.668,1080.6,549.93,12.108,134.37,0.63037,62.602
18.866,1011.1,70.328,3.5743,25.837,1081,550.04,12.07,134.38,0.78765,63.911
18.788,1010.9,69.192,3.5639,25.612,1080.3,550.04,12.076,134.09,1.6466,65.143
18.253,1011.1,71.997,3.4921,25.612,1079.8,549.96,11.982,134.08,1.9058,63.562
18.354,1011,70.533,3.5262,25.563,1080,549.98,11.985,133.98,1.9738,64.002
17.608,1010.9,71.71,3.4616,25.612,1080,549.93,12.042,134.58,1.6201,62.664
16.264,1010.8,78.014,3.4,25.454,1078.5,549.8,11.963,133.95,0.18052,58.715
16.947,1010.6,77.153,3.5007,25.414,1079.3,549.72,12.041,133.84,0.43061,59.949
16.296,1010.6,79.228,3.4221,25.103,1077.8,549.66,11.975,133.27,0.46813,58.349
14.893,1010.7,83.461,3.4401,25.461,1078.9,549.59,12.019,134.72,1.3359,60.096
13.92,1010.7,84.733,3.0277,22.341,1060.6,549.71,11.113,121.17,2.365,57.747
13.443,1010.6,87.305,3.3521,25.232,1077.4,549.96,11.897,133.93,1.7546,60.624
13.71,1010.3,88.432,3.1513,23.239,1066,549.69,11.419,125.22,1.3317,58.783
14.859,1009.9,86.164,3.5155,25.367,1079.1,549.88,12,134.57,1.282,62.749
16.083,1009.6,82.553,2.8878,20.664,1051.6,550.42,10.691,113.8,1.6404,55.873
16.34,1009.5,81.033,2.8328,20.166,1048.5,550.36,10.57,111.84,1.8756,55.496
16.522,1009.3,79.588,3.209,23.276,1066.4,549.94,11.296,124.67,1.3193,57.75
16.272,1009.1,79.619,2.7584,19.379,1043.8,550.06,10.225,108.35,2.4744,56.749
16.651,1008.9,76.759,3.1511,22.807,1063.4,549.99,11.184,122.51,2.6575,59.449
16.819,1008.7,75.344,3.1267,22.398,1061.1,549.82,11.029,120.58,2.9038,59.445
17.258,1009,72.676,3.1632,22.594,1062.4,549.8,11.207,121.43,2.7078,60.213
17.519,1009,72.009,3.199,22.592,1062.3,549.85,11.254,121.45,0.045508,55.359
18.251,1008.6,69.46,3.2387,23.044,1064.9,549.89,11.36,123.11,0.23913,56.538
18.935,1007.3,67.631,3.2773,23.144,1065.6,549.94,11.396,123.51,0.44992,56.206
19.234,1006.8,67.314,3.3907,24.13,1071.2,550,11.6,127.47,0.26384,57.395
18.971,1006.8,69.146,3.4762,24.993,1076.2,550.07,11.863,131.3,1.4725,65.495
18.263,1006.8,73.578,3.5381,25.588,1079.9,550.01,11.927,134.38,0.79512,62.281
17.476,1006.6,77.881,3.4299,24.772,1075.1,550.09,11.697,131.02,0.57765,56.21
17.331,1006.8,77.102,3.3804,24.476,1073.5,550.11,11.683,129.98,1.1255,50.596
17.083,1006.7,79.828,3.3506,24.025,1071.1,550.02,11.566,128.16,0.47947,57.245
17.064,1006.5,79.124,3.3182,23.791,1069.7,549.99,11.574,127.11,1.5968,60.405
16.774,1006.3,79.943,3.149,22.833,1063.7,549.97,11.274,122.84,2.0481,60.7
16.554,1005.9,78.817,3.4762,25.36,1078.3,549.95,11.983,133.76,1.5849,62.037
16.709,1005.4,81.641,3.5377,25.464,1079.1,550.01,12.013,134.13,1.6528,62.613
15.552,1005.8,82.743,3.4223,25.169,1077.7,550.1,11.948,133.67,2.4373,63.105
13.721,1005.7,92.741,3.2589,23.26,1066.9,550.05,11.416,126.24,0.76366,57.498
13.184,1004.9,96.528,3.3769,23.953,1070.8,549.9,11.624,129.12,0.027292,56.798
13.328,1004.8,94.485,3.0677,21.627,1057.3,550.26,10.96,118.86,0.84619,55.741
13.436,1005.1,94.094,3.5189,25.027,1077,550.06,11.882,133.84,0.7775,60.784
13.623,1005.4,93.734,3.553,25.092,1077.2,550.05,11.798,133.84,0.82223,60.616
13.448,1006,93.774,3.5855,25.325,1078.6,550.07,11.923,135.09,0.3962,60.712
13.861,1007,93.311,3.5571,25.237,1078.3,549.83,11.845,134.72,0.65659,60.57
14.416,1007.6,91.313,3.5519,25.229,1078.4,549.92,11.933,134.42,0.46141,60.824
14.886,1008,88.984,3.5945,25.371,1079.1,549.94,11.959,134.84,1.2853,62.454
15.315,1008.3,84.981,3.5555,25.072,1077.3,549.85,11.914,133.17,1.5307,62.731
15.987,1008.2,83.359,3.5494,25.217,1078.1,549.93,11.873,133.45,1.6306,63.887
16.676,1007.9,80.922,3.0188,21.46,1056,549.85,10.887,116.96,0.38256,52.841
16.581,1008.4,77.576,3.0547,22.279,1060.7,549.94,11.137,120.61,0.81135,60.055
16.289,1008.8,75.918,3.3861,25.053,1077.2,550.01,11.832,132.99,0.92888,61.891
15.851,1009.4,78.937,3.4283,25.349,1078.8,550,11.884,134.4,0.71678,60.304
15.691,1010,79.458,3.4081,25.42,1079.4,549.95,11.966,134.87,0.52329,60.169
15.392,1010.6,81.329,3.4453,25.315,1079,549.9,12.035,134.61,1.9969,59.614
14.622,1011.1,85.502,3.4185,24.918,1077.4,549.81,11.943,133.55,0.28113,54.722
14.423,1011.2,87.658,3.4188,24.84,1076.7,550.02,11.851,133.04,0.32506,57.594
14.141,1011.6,90.445,3.5019,25.121,1078.5,550.06,11.922,134.38,0.48318,58.939
13.463,1011.8,92.526,3.4283,24.792,1076.4,550.1,11.789,133.1,0.55885,58.033
13.034,1012.1,91.857,3.4535,25.111,1077.4,550.08,11.945,134.08,1.0582,59.977
12.587,1012.4,90.52,3.441,25.233,1077.9,550.04,11.897,134.66,1.4039,61.285
11.416,1012.4,92.008,2.8472,20.305,1048.6,549.57,10.631,113.77,2.5401,59.914
9.9941,1012.6,92.605,2.7542,19.299,1041.2,548.42,10.359,109.66,3.6229,61.296
9.1267,1012.8,94.734,2.8733,20.099,1046.1,548.44,10.512,113.46,3.644,62.168
9.7187,1012.9,97.826,3.0552,22.011,1059.2,549.65,10.935,121.07,2.5262,59.264
9.4898,1013.4,95.95,3.0488,21.913,1059,550.18,10.952,120.98,1.5205,58.145
9.7952,1013.7,97.796,3.1282,22.357,1061.6,549.84,11.065,122.75,0.80299,58.09
11.287,1014.1,98.769,2.7482,19.545,1045,549.92,10.34,110.41,1.522,57.027
13.488,1014.6,93.468,2.6964,18.776,1031.5,544.47,10.138,103.89,6.111,73.784
14.716,1014.6,87.537,2.718,18.932,1040.6,549.53,10.256,106.62,2.549,58.623
15.4,1014.3,84.732,2.8179,19.926,1046.9,550.08,10.388,111.01,2.0166,57.674
15.353,1014.1,84.336,2.7175,19.222,1042.5,550.31,10.284,107.82,2.6077,56.381
15.434,1014.1,86.99,2.7656,19.802,1046,549.95,10.421,110.38,2.3374,54.993
